id;secteur;sous_secteur;code;nom;version;date_debut;date_fin
IND-UT-131vA37-2;IND;UT;IND-UT-131;Isolation thermique des parois planes ou cylindriques sur des installations industrielles (France métropolitaine);A37-2;2016-10-20;
IND-UT-132vA26-1;IND;UT;IND-UT-132;Moteur asynchrone de classe IE4;A26-1;2017-07-26;
IND-UT-133vA28-1;IND;UT;IND-UT-133;Système électronique de pilotage d'un moteur électrique avec récupération d'énergie;A28-1;2018-12-06;
IND-UT-134vA35-2;IND;UT;IND-UT-134;Système de mesurage d'indicateurs de performance énergétique;A35-2;2020-07-24;
IND-UT-135vA31-1;IND;UT;IND-UT-135;Freecooling par eau de refroidissement en substitution d'un groupe froid;A31-1;2019-07-31;
IND-UT-136vA31-1;IND;UT;IND-UT-136;Systèmes moto-régulés;A31-1;2019-07-31;
IND-UT-137vA65-2;IND;UT;IND-UT-137;Mise en place d'un système de pompe(s) à chaleur en rehausse de température de chaleur fatale récupérée;A65-2;2025-01-01;
IND-UT-138vA62-1;IND;UT;IND-UT-138;Conversion de chaleur fatale en électricité ou en air comprimé;A62-1;2025-01-01;
IND-UT-139vA62-1;IND;UT;IND-UT-139;Système de stockage de chaleur fatale;A62-1;2025-01-01;
IND-UT-140vA65-1;IND;UT;IND-UT-140;Mise en veille automatique d'une machine utilisant de l'air comprimé;A65-1;2025-01-01;
RES-CH-101vA16-1;RES;CH;RES-CH-101;Valorisation de chaleur de récupération en réseau (France métropolitaine);A16-1;2015-01-01;2020-04-01
RES-CH-103vA36-3;RES;CH;RES-CH-103;Réhabilitation d'un poste de livraison de chaleur d'un bâtiment tertiaire;A36-3;2015-01-01;
RES-CH-104vA36-3;RES;CH;RES-CH-104;Réhabilitation d'un poste de livraison de chaleur d'un bâtiment résidentiel;A36-3;2015-01-01;
RES-CH-105vA36-3;RES;CH;RES-CH-105;Passage d'un réseau de chaleur en basse température;A36-3;2015-01-01;
RES-CH-106vA60-4;RES;CH;RES-CH-106;Mise en place d'un calorifugeage des canalisations d'un réseau de chaleur;A60-4;2015-01-01;
RES-CH-107vA60-4;RES;CH;RES-CH-107;Isolation de points singuliers sur un réseau de chaleur;A60-4;2024-03-01;
RES-CH-108vA53-4;RES;CH;RES-CH-108;Récupération de chaleur fatale pour valorisation sur un réseau de chaleur ou vers un tiers (France métropolitaine);A53-4;2015-01-01;
RES-EC-101vA14-1;RES;EC;RES-EC-101;Système de régulation de tension en éclairage extérieur;A14-1;2015-01-01;2022-04-01
RES-EC-102vA14-1;RES;EC;RES-EC-102;Système de maîtrise de la puissance réactive en éclairage extérieur;A14-1;2015-01-01;2022-04-01
RES-EC-103vA14-1;RES;EC;RES-EC-103;Système de variation de puissance en éclairage extérieur;A14-1;2015-01-01;2025-01-01
RES-EC-104vA62-2;RES;EC;RES-EC-104;Rénovation d'éclairage extérieur;A62-2;2025-01-01;
RES-EC-107vA14-1;RES;EC;RES-EC-107;Horloge astronomique pour l'éclairage extérieur;A14-1;2015-01-01;2022-01-01
TRA-EQ-101vA14-1;TRA;EQ;TRA-EQ-101;Unité de transport intermodal pour le transport combiné rail-route;A14-1;2015-01-01;
TRA-EQ-103vA14-1;TRA;EQ;TRA-EQ-103;Télématique embarquée pour le suivi de la conduite d'un véhicule;A14-1;2015-01-01;
TRA-EQ-104vA14-1;TRA;EQ;TRA-EQ-104;Lubrifiant économiseur d'énergie pour véhicules légers;A14-1;2015-01-01;
TRA-EQ-106vA14-1;TRA;EQ;TRA-EQ-106;Pneus de véhicules légers à basse résistance au roulement;A14-1;2015-01-01;
TRA-EQ-107vA17-1;TRA;EQ;TRA-EQ-107;Unité de transport intermodal pour le transport combiné fluvial-route;A17-1;2015-01-01;
TRA-EQ-108vA17-1;TRA;EQ;TRA-EQ-108;Wagon d'autoroute ferroviaire;A17-1;2015-01-01;
TRA-EQ-109vA17-1;TRA;EQ;TRA-EQ-109;Barge fluviale;A17-1;2015-01-01;
TRA-EQ-110vA19-1;TRA;EQ;TRA-EQ-110;Automoteur fluvial;A19-1;2015-01-01;
TRA-EQ-111vA24-1;TRA;EQ;TRA-EQ-111;Groupes frigorifiques autonomes à haute efficacité énergétique pour camions, semi remorques, remorques et caisses mobiles frigorifiques;A24-1;2016-12-14;
TRA-EQ-113vA14-1;TRA;EQ;TRA-EQ-113;Lubrifiant économiseur d'énergie pour des véhicules de transport de personnes ou de marchandises;A14-1;2015-01-01;
TRA-EQ-114vA65-2;TRA;EQ;TRA-EQ-114;Remplacement de véhicules par des véhicules neufs performants dans une flotte professionnelle;A65-2;2025-01-01;
TRA-EQ-115vA14-1;TRA;EQ;TRA-EQ-115;Véhicules de transport de marchandises optimisé;A14-1;2015-01-01;
TRA-EQ-117vA65-2;TRA;EQ;TRA-EQ-117;Remplacement de véhicules par des véhicules neufs performants pour les particuliers ou les collectivités;A65-2;2025-01-01;
TRA-EQ-118vA15-1;TRA;EQ;TRA-EQ-118;Lubrifiant économiseur d'énergie pour la pêche professionnelle;A15-1;2015-01-01;
TRA-EQ-119vA17-1;TRA;EQ;TRA-EQ-119;Optimisation de la combustion et de la propreté des moteurs Diesel;A17-1;2015-01-01;
TRA-EQ-120vA27-1;TRA;EQ;TRA-EQ-120;Hélice avec tuyère sur une unité de transport fluvial;A27-1;2017-12-22;
TRA-EQ-121vA54-2;TRA;EQ;TRA-EQ-121;Vélo à assistance électrique;A54-2;2015-01-01;
TRA-EQ-122vA32-1;TRA;EQ;TRA-EQ-122;« Stop & Start » pour engins automoteurs non routiers neufs;A32-1;2020-01-10;
TRA-EQ-123vA38-2;TRA;EQ;TRA-EQ-123;Simulateur de conduite;A38-2;2016-02-08;
TRA-EQ-124vA35-1;TRA;EQ;TRA-EQ-124;Branchement électrique des navires et bateaux à quai;A35-1;2020-07-24;
TRA-EQ-125vA40-2;TRA;EQ;TRA-EQ-125;« Stop & Start » pour véhicules ferroviaires;A40-2;2015-01-01;
TRA-EQ-126vA43-1;TRA;EQ;TRA-EQ-126;Remotorisation en propulsion électrique ou hybride d'un bateau naviguant en eaux intérieures;A43-1;2015-01-01;
TRA-EQ-127vA54-1;TRA;EQ;TRA-EQ-127;Acquisition d'un bateau neuf à propulsion électrique ou hybride, naviguant en eaux intérieures;A54-1;2016-02-08;
TRA-EQ-128vA65-2;TRA;EQ;TRA-EQ-128;Achat ou location d'un autocar ou d'un autobus électrique neuf ou réalisation d'une opération de rétrofit électrique d'autocar ou d'autobus;A65-2;2025-01-01;
TRA-EQ-129vA65-1;TRA;EQ;TRA-EQ-129;Achat ou location d'un véhicule lourd électrique neuf de transport de marchandises ou issu d'une opération de rétrofit électrique;A65-1;2025-01-01;
TRA-EQ-130vA65-1;TRA;EQ;TRA-EQ-130;Achat ou location d'un quadricycle électrique neuf;A65-1;2025-01-01;
TRA-EQ-131vA65-1;TRA;EQ;TRA-EQ-131;Achat ou location, par une personne morale, de vélos-cargos neufs ou reconditionnés;A65-1;2025-01-01;2025-02-21
TRA-EQ-132vA65-1;TRA;EQ;TRA-EQ-132;Appareil de mesure, d'analyse et d'optimisation de la consommation de carburant d'un navire de pêche;A65-1;2025-01-01;
TRA-SE-101vA14-1;TRA;SE;TRA-SE-101;Formation d'un chauffeur de transport à la conduite économe;A14-1;2015-01-01;
TRA-SE-102vA14-1;TRA;SE;TRA-SE-102;Formation d'un chauffeur de véhicule léger à la conduite économe;A14-1;2015-01-01;
TRA-SE-104vA14-1;TRA;SE;TRA-SE-104;Station de gonflage des pneumatiques;A14-1;2015-01-01;
TRA-SE-105vA14-1;TRA;SE;TRA-SE-105;Recreusage des pneumatiques;A14-1;2015-01-01;
TRA-SE-106vA19-2;TRA;SE;TRA-SE-106;Mesure et optimisation des consommations de carburant pour une unité de transport fluvial;A19-2;2015-01-01;
TRA-SE-107vA19-1;TRA;SE;TRA-SE-107;Carénage sur une unité de transport fluvial;A19-1;2015-01-01;
TRA-SE-108vA14-1;TRA;SE;TRA-SE-108;Gestion externalisée de la globalité du poste pneumatique (Véhicules de transport de marchandises);A14-1;2015-01-01;
TRA-SE-109vA14-1;TRA;SE;TRA-SE-109;Gestion externalisée de la globalité du poste pneumatique (Véhicules de transport de personnes);A14-1;2015-01-01;
TRA-SE-110vA14-1;TRA;SE;TRA-SE-110;Gestion optimisée de la globalité du poste pneumatique (Véhicules de transport de marchandises);A14-1;2015-01-01;
TRA-SE-111vA14-1;TRA;SE;TRA-SE-111;Gestion optimisée de la globalité du poste pneumatique (Véhicules de transport de personnes);A14-1;2015-01-01;
TRA-SE-112vA15-1;TRA;SE;TRA-SE-112;Service d'autopartage en boucle;A15-1;2015-01-01;
TRA-SE-113vA14-1;TRA;SE;TRA-SE-113;Suivi des consommations de carburants grâce à des cartes privatives;A14-1;2015-01-01;
TRA-SE-114vA47-1;TRA;SE;TRA-SE-114;Covoiturage de longue distance;A47-1;2022-09-26;2024-06-25
TRA-SE-115vA66-2;TRA;SE;TRA-SE-115;Covoiturage de courte distance;A66-2;2025-01-31;
TRA-SE-116vA54-2;TRA;SE;TRA-SE-116;Fret ferroviaire;A54-2;2015-01-01;
TRA-SE-117vA65-1;TRA;SE;TRA-SE-117;Fret fluvial;A65-1;2025-01-01;
